timestamp,cpu_percent,memory_usage_mb,memory_percent,response_time_ms,status
2026-05-09 07:19:36,5.22,23.85,2.33,16,healthy
2026-05-09 07:19:42,99.98,561,54.79,51,healthy
2026-05-09 07:19:47,0.02,23.46,2.29,22,healthy
2026-05-09 07:19:53,0.03,23.38,2.28,19,healthy
2026-05-09 07:19:59,87.36,725.5,70.85,88,healthy
2026-05-09 07:20:04,85.89,934.2,91.23,122,healthy
2026-05-09 07:20:10,0.03,23.3,2.28,17,healthy
2026-05-09 07:20:16,0.04,23.39,2.28,24,healthy
2026-05-09 07:20:22,0.00,23.38,2.28,20,healthy
2026-05-09 07:20:28,5.28,23.65,2.31,18,healthy
2026-05-09 07:20:33,4.69,23.96,2.34,54,healthy
2026-05-09 07:20:39,0.00,18.86,1.84,20,healthy
2026-05-09 07:20:45,5.04,23.38,2.28,17,healthy
2026-05-09 07:20:50,52.38,264.9,25.87,36,healthy
2026-05-09 07:20:56,0.00,23.21,2.27,15,healthy
2026-05-09 07:21:02,0.03,23.38,2.28,18,healthy
2026-05-09 07:21:07,100.73,1002,97.85,66,healthy
2026-05-09 07:21:13,0.03,23.32,2.28,12,healthy
2026-05-09 07:21:19,0.02,23.4,2.29,14,healthy
2026-05-09 07:21:24,98.68,1024,100.00,266,healthy
2026-05-09 07:21:30,94.65,1024,100.00,147,healthy
2026-05-09 07:21:36,0.02,1023,99.90,44,healthy
2026-05-09 07:21:42,4.16,1024,100.00,19,healthy
2026-05-09 07:21:47,0.02,23.3,2.28,19,healthy
2026-05-09 07:21:53,0.02,23.39,2.28,15,healthy
2026-05-09 07:21:59,97.80,1023,99.90,255,healthy
2026-05-09 07:22:05,0.04,23.3,2.28,21,healthy
2026-05-09 07:22:10,0.02,23.39,2.28,67,healthy
2026-05-09 07:22:16,99.05,1017,99.32,21,unhealthy
2026-05-09 07:22:22,5.07,23.39,2.28,15,healthy
2026-05-09 07:22:28,100.76,680.8,66.48,38,healthy
2026-05-09 07:22:34,0.02,23.32,2.28,15,healthy
2026-05-09 07:22:39,0.02,23.39,2.28,15,healthy
2026-05-09 07:22:45,98.74,1015,99.12,157,healthy
2026-05-09 07:22:51,0.03,23.24,2.27,17,healthy
2026-05-09 07:22:56,0.03,23.31,2.28,56,healthy
2026-05-09 07:23:02,102.00,1024,100.00,187,unhealthy
2026-05-09 07:23:08,0.03,23.3,2.28,17,healthy
2026-05-09 07:23:13,30.93,134.9,13.17,42,healthy
2026-05-09 07:23:19,0.00,23.23,2.27,18,healthy
2026-05-09 07:23:25,4.98,23.38,2.28,15,healthy
2026-05-09 07:23:31,100.76,888.2,86.74,421,healthy
2026-05-09 07:23:36,0.02,23.31,2.28,18,healthy
2026-05-09 07:23:42,0.02,23.4,2.29,16,healthy
2026-05-09 07:23:48,98.13,1024,100.00,15,healthy
2026-05-09 07:23:53,0.02,23.3,2.28,19,healthy
2026-05-09 07:23:59,0.02,23.39,2.28,13,healthy
2026-05-09 07:24:05,96.97,1024,100.00,183,unhealthy
2026-05-09 07:24:10,0.02,23.3,2.28,13,healthy
2026-05-09 07:24:16,68.44,290.4,28.36,64,healthy
2026-05-09 07:24:23,0.02,23.3,2.28,22,healthy
2026-05-09 07:24:29,0.03,23.38,2.28,16,healthy
2026-05-09 07:24:34,96.98,1019,99.51,78,healthy
2026-05-09 07:24:40,0.02,23.3,2.28,19,healthy
2026-05-09 07:24:46,0.02,23.39,2.28,79,healthy
2026-05-09 07:24:51,0.00,11.02,1.08,18,healthy
2026-05-09 07:24:57,5.09,23.39,2.28,14,healthy
2026-05-09 07:25:03,100.77,526,51.37,51,healthy
2026-05-09 07:25:09,0.03,23.3,2.28,15,healthy
2026-05-09 07:25:15,0.03,23.39,2.28,16,healthy
2026-05-09 07:25:21,100.38,1024,100.00,42,healthy
2026-05-09 07:25:27,0.05,23.3,2.28,21,healthy
2026-05-09 07:25:32,0.05,23.4,2.29,48,healthy
2026-05-09 07:25:38,0.00,2.941,0.29,17,healthy
2026-05-09 07:25:44,0.02,23.39,2.28,19,healthy
2026-05-09 07:25:50,93.59,908.6,88.73,71,healthy
2026-05-09 07:25:56,0.03,23.3,2.28,18,healthy
2026-05-09 07:26:02,0.03,23.39,2.28,19,healthy
2026-05-09 07:26:07,98.30,1024,100.00,139,healthy
2026-05-09 07:26:13,0.31,23.32,2.28,14,healthy
2026-05-09 07:26:19,9.94,23.85,2.33,53,healthy
2026-05-09 07:26:25,0.00,23.21,2.27,17,healthy
2026-05-09 07:26:31,0.02,23.38,2.28,17,healthy
2026-05-09 07:26:37,99.75,953.6,93.12,167,healthy
2026-05-09 07:26:42,0.45,23.36,2.28,14,healthy
2026-05-09 07:26:48,0.26,23.41,2.29,18,healthy
2026-05-09 07:26:54,96.10,1024,100.00,10,unhealthy
2026-05-09 07:27:00,5.03,23.37,2.28,18,healthy
2026-05-09 07:27:06,101.86,511.8,49.98,71,healthy
2026-05-09 07:27:12,0.03,23.41,2.29,18,healthy
2026-05-09 07:27:17,0.02,23.37,2.28,60,healthy
2026-05-09 07:27:23,98.98,1024,100.00,80,healthy
2026-05-09 07:27:29,0.03,23.3,2.28,19,healthy
2026-05-09 07:27:34,0.02,23.39,2.28,18,healthy
2026-05-09 07:27:40,102.66,1024,100.00,88,healthy
2026-05-09 07:27:46,0.03,23.3,2.28,14,healthy
2026-05-09 07:27:51,0.02,23.39,2.28,18,healthy
2026-05-09 07:27:57,101.20,573.5,56.01,58,healthy
2026-05-09 07:28:03,0.02,23.3,2.28,16,healthy
2026-05-09 07:28:08,0.02,23.39,2.28,17,healthy
2026-05-09 07:28:14,96.18,1014,99.02,94,healthy
2026-05-09 07:28:20,0.02,23.3,2.28,19,healthy
2026-05-09 07:28:25,0.02,23.39,2.28,16,healthy
2026-05-09 07:28:31,101.93,985.5,96.24,14,unhealthy
2026-05-09 07:28:36,0.03,23.25,2.27,16,healthy
2026-05-09 07:28:42,87.38,325.4,31.78,61,healthy
2026-05-09 07:28:48,12.81,23.22,2.27,18,healthy
2026-05-09 07:28:53,0.04,23.38,2.28,18,healthy
2026-05-09 07:28:59,100.93,702.1,68.56,163,healthy
2026-05-09 07:29:05,0.66,23.39,2.28,15,healthy
2026-05-09 07:29:11,0.06,33.46,3.27,16,healthy
2026-05-09 07:29:16,0.02,33.48,3.27,16,healthy
2026-05-09 07:29:22,84.66,712.4,69.57,41,healthy
2026-05-09 07:29:28,0.02,23.34,2.28,17,healthy
2026-05-09 07:29:33,0.02,23.41,2.29,19,healthy
2026-05-09 07:29:39,6.02,59.08,5.77,16,healthy
2026-05-09 07:29:45,94.73,961.3,93.88,10,healthy
2026-05-09 07:29:51,5.13,23.39,2.28,16,healthy
2026-05-09 07:29:56,73.42,352,34.38,80,healthy
2026-05-09 07:30:02,0.00,23.21,2.27,41,healthy
2026-05-09 07:30:08,0.02,23.36,2.28,17,healthy
2026-05-09 07:30:14,100.24,848.5,82.86,398,healthy
2026-05-09 07:30:20,0.02,23.29,2.27,22,healthy
2026-05-09 07:30:25,0.03,23.39,2.28,14,healthy
2026-05-09 07:30:31,90.99,1024,100.00,116,healthy
2026-05-09 07:30:37,93.18,1024,100.00,196,healthy
2026-05-09 07:30:42,0.04,23.32,2.28,18,healthy
2026-05-09 07:30:48,0.02,23.41,2.29,21,healthy
2026-05-09 07:30:54,95.31,1022,99.80,10,healthy
2026-05-09 07:30:59,4.54,23.63,2.31,17,healthy
2026-05-09 07:31:05,100.49,521.8,50.96,65,healthy
2026-05-09 07:31:11,0.04,23.21,2.27,19,healthy
2026-05-09 07:31:16,0.02,23.37,2.28,18,healthy
2026-05-09 07:31:22,100.21,1024,100.00,38,healthy
2026-05-09 07:31:28,0.03,23.3,2.28,20,healthy
2026-05-09 07:31:33,0.02,23.38,2.28,21,healthy
2026-05-09 07:31:39,97.50,1024,100.00,6,unhealthy
2026-05-09 07:31:45,0.17,23.56,2.30,15,healthy
2026-05-09 07:31:50,55.99,273.8,26.74,21,healthy
2026-05-09 07:31:55,0.00,11,100.00,17,healthy
2026-05-09 07:32:00,4.95,23.62,2.31,17,healthy
2026-05-09 07:32:06,83.24,435.5,42.53,35,healthy
2026-05-09 07:32:12,0.03,23.3,2.28,15,healthy
2026-05-09 07:32:17,0.03,23.39,2.28,15,healthy
2026-05-09 07:32:23,54.84,295.5,28.86,37,healthy
2026-05-09 07:32:29,0.00,23.21,2.27,17,healthy
2026-05-09 07:32:35,0.09,23.38,2.28,18,healthy
2026-05-09 07:32:40,77.78,406.2,39.67,41,healthy
2026-05-09 07:32:45,0.00,11,100.00,14,healthy
2026-05-09 07:32:50,5.01,23.38,2.28,16,healthy
2026-05-09 07:32:56,100.30,601.4,58.73,14,healthy
2026-05-09 07:33:02,0.03,23.31,2.28,20,healthy
2026-05-09 07:33:07,0.04,23.39,2.28,19,healthy
2026-05-09 07:33:13,92.40,1024,100.00,135,healthy
2026-05-09 07:33:19,0.03,23.3,2.28,21,healthy
2026-05-09 07:33:24,0.03,23.39,2.28,8,healthy
2026-05-09 07:33:30,82.48,993.9,97.06,38,healthy
2026-05-09 07:33:35,0.04,23.3,2.28,18,healthy
2026-05-09 07:33:41,0.02,23.38,2.28,18,healthy
2026-05-09 07:33:47,95.82,1024,100.00,5,unhealthy
2026-05-09 07:33:52,5.05,23.61,2.31,17,healthy
2026-05-09 07:33:58,83.95,325.3,31.77,52,healthy
2026-05-09 07:34:04,0.00,23.47,2.29,19,healthy
2026-05-09 07:34:09,0.02,23.38,2.28,13,healthy
2026-05-09 07:34:15,99.99,943.2,92.11,132,healthy
2026-05-09 07:34:21,0.03,23.31,2.28,18,healthy
2026-05-09 07:34:26,0.03,23.39,2.28,17,healthy
2026-05-09 07:34:32,98.70,839.4,81.97,25,healthy
2026-05-09 07:34:38,0.04,23.31,2.28,20,healthy
2026-05-09 07:34:43,0.02,23.4,2.29,19,healthy
2026-05-09 07:34:49,98.17,1024,100.00,85,healthy
2026-05-09 07:34:55,0.03,23.3,2.28,16,healthy
2026-05-09 07:35:00,0.03,23.38,2.28,80,healthy
2026-05-09 07:35:06,0.00,11,100.00,15,healthy
2026-05-09 07:35:12,4.99,23.61,2.31,18,healthy
2026-05-09 07:35:17,101.77,536,52.34,49,healthy
2026-05-09 07:35:23,49.57,234.5,22.90,32,healthy
2026-05-09 07:35:29,0.84,1024,100.00,20,healthy
2026-05-09 07:35:35,0.03,1024,100.00,18,healthy
2026-05-09 07:35:40,0.00,33.87,3.31,26,healthy
2026-05-09 07:35:46,0.00,20.99,2.05,15,healthy
2026-05-09 07:35:52,3.44,23.38,2.28,14,healthy
2026-05-09 07:35:57,100.41,656.5,64.11,57,healthy
2026-05-09 07:36:03,0.94,33.7,3.29,23,healthy
2026-05-09 07:36:08,0.13,43.66,4.26,18,healthy
2026-05-09 07:36:14,0.02,43.67,4.26,14,healthy
2026-05-09 07:36:20,84.51,1022,99.80,100,healthy
2026-05-09 07:36:25,0.03,23.3,2.28,18,healthy
2026-05-09 07:36:31,0.03,25.32,2.47,11,healthy
2026-05-09 07:36:37,96.72,1019,99.51,52,unhealthy
2026-05-09 07:36:42,0.03,23.3,2.28,13,healthy
2026-05-09 07:36:48,55.86,240.2,23.46,38,healthy
2026-05-09 07:36:54,0.00,23.21,2.27,18,healthy
2026-05-09 07:36:59,5.12,23.37,2.28,12,healthy
2026-05-09 07:37:05,100.48,597,58.30,64,healthy
2026-05-09 07:37:11,2.48,38.58,3.77,21,healthy
2026-05-09 07:37:16,98.70,1019,99.51,33,healthy
2026-05-09 07:37:22,0.02,23.32,2.28,14,healthy
2026-05-09 07:37:28,8.90,43.95,4.29,25,healthy
2026-05-09 07:37:33,0.00,23.22,2.27,22,healthy
2026-05-09 07:37:39,6.07,23.62,2.31,17,healthy
2026-05-09 07:37:45,100.40,752.2,73.46,76,healthy
2026-05-09 07:37:51,0.03,23.3,2.28,17,healthy
2026-05-09 07:37:56,0.02,23.39,2.28,15,healthy
2026-05-09 07:38:02,93.55,1024,100.00,63,healthy
2026-05-09 07:38:07,0.04,23.29,2.27,16,healthy
2026-05-09 07:38:13,0.02,23.37,2.28,15,healthy
2026-05-09 07:38:19,100.18,1024,100.00,132,healthy
2026-05-09 07:38:24,0.02,23.3,2.28,17,healthy
2026-05-09 07:38:30,3.66,33.79,3.30,28,healthy
2026-05-09 07:38:36,0.00,3.301,0.32,20,healthy
2026-05-09 07:38:41,5.34,23.38,2.28,17,healthy
2026-05-09 07:38:47,110.99,455.4,44.47,86,healthy
2026-05-09 07:38:53,0.03,23.29,2.27,18,healthy
2026-05-09 07:38:59,0.02,23.38,2.28,19,healthy
2026-05-09 07:39:05,91.77,1024,100.00,8,healthy
2026-05-09 07:39:10,0.03,23.31,2.28,15,healthy
2026-05-09 07:39:16,0.06,23.4,2.29,16,healthy
2026-05-09 07:39:22,97.88,1023,99.90,5,unhealthy
2026-05-09 07:39:28,4.09,23.36,2.28,20,healthy
2026-05-09 07:39:33,100.69,541,52.83,52,healthy
2026-05-09 07:39:39,0.03,23.29,2.27,20,healthy
2026-05-09 07:39:45,0.03,23.38,2.28,15,healthy
2026-05-09 07:39:50,93.84,1024,100.00,99,healthy
2026-05-09 07:39:56,0.03,23.3,2.28,12,healthy
2026-05-09 07:40:02,0.02,23.39,2.28,13,healthy
2026-05-09 07:40:07,97.25,1024,100.00,24,unhealthy
2026-05-09 07:40:13,0.02,23.3,2.28,14,healthy
2026-05-09 07:40:19,18.01,54.21,5.29,13,healthy
2026-05-09 07:40:24,95.60,1024,100.00,111,healthy
2026-05-09 07:40:30,0.04,23.3,2.28,16,healthy
2026-05-09 07:40:36,0.03,23.39,2.28,55,healthy
2026-05-09 07:40:41,97.73,1024,100.00,63,healthy
2026-05-09 07:40:47,0.03,23.3,2.28,9,healthy
2026-05-09 07:40:53,47.16,199.9,19.52,31,healthy
2026-05-09 07:40:58,0.00,23.21,2.27,16,healthy
2026-05-09 07:41:04,0.03,23.53,2.30,14,healthy
2026-05-09 07:41:10,0.02,23.54,2.30,21,healthy
2026-05-09 07:41:15,97.82,1024,100.00,7,unhealthy
2026-05-09 07:41:21,5.41,23.38,2.28,18,healthy
2026-05-09 07:41:26,101.92,470.6,45.96,34,healthy
2026-05-09 07:41:32,0.03,23.22,2.27,16,healthy
2026-05-09 07:41:38,0.02,23.38,2.28,21,healthy
2026-05-09 07:41:43,96.90,1024,100.00,85,healthy
2026-05-09 07:41:49,0.03,23.4,2.29,13,healthy
2026-05-09 07:41:55,0.04,23.45,2.29,16,healthy
2026-05-09 07:42:00,99.38,937.6,91.56,50,healthy
2026-05-09 07:42:06,0.03,23.3,2.28,19,healthy
2026-05-09 07:42:12,0.02,23.38,2.28,17,healthy
2026-05-09 07:42:17,0.02,23.41,2.29,17,healthy
